Order ID,Order Date,Ship Date,Customer Segment,Region,State,Category,Sub-Category,Quantity,Sales,Discount,Discounted Sales,Shipping Cost,Profit,Net Profitability
ORD-1383,6/13/2024,6/19/2024,Home Office,North,North Dakota,Technology,Accessories,7,1843.64,0.05,1751.46,21.08,256.40,14.64%
ORD-1384,11/2/2024,11/4/2024,Home Office,North,Minnesota,Office Supplies,Labels,12,8170.53,0,8170.53,8.1,2448.73,29.97%
ORD-1385,4/13/2023,4/19/2023,Home Office,East,New York,Furniture,Storage,7,4622.56,0,4622.56,43.34,587.93,12.72%
ORD-1386,5/5/2024,5/12/2024,Consumer,South,Louisiana,Office Supplies,Envelopes,5,2733.36,0.2,2186.69,7.84,-177.29,-8.11%
ORD-1387,2/19/2022,2/23/2022,Consumer,East,Pennsylvania,Office Supplies,Labels,10,3243.54,0.1,2919.19,8.18,464.62,15.92%
ORD-1388,6/28/2024,7/2/2024,Home Office,South,Florida,Office Supplies,Pens & Art,9,1141.45,0,1141.45,5.13,318.07,27.87%
ORD-1389,11/15/2024,11/19/2024,Consumer,South,Texas,Technology,Printers,11,4911.35,0.4,2946.81,21.06,-1774.40,-60.21%
ORD-1390,12/5/2023,12/7/2023,Consumer,North,North Dakota,Office Supplies,Labels,11,5825.01,0,5825.01,5.4,1745.88,29.97%
ORD-1391,9/23/2023,9/27/2023,Corporate,South,Georgia,Furniture,Tables,10,1346.30,0.2,1077.04,40.12,-378.23,-35.12%
ORD-1392,11/24/2024,12/1/2024,Consumer,West,Washington,Technology,Accessories,11,3930.93,0.2,3144.74,17.13,-193.82,-6.16%
ORD-1393,11/18/2023,11/22/2023,Corporate,East,New Jersey,Furniture,Tables,2,305.96,0.2,244.77,31.81,-92.76,-37.90%
ORD-1394,10/28/2022,11/2/2022,Home Office,South,Texas,Technology,Accessories,9,4597.44,0.2,3677.95,19.93,-226.66,-6.16%
ORD-1395,8/16/2024,8/22/2024,Consumer,Central,Missouri,Technology,Printers,11,6858.83,0.4,4115.3,17.55,-2474.44,-60.13%
ORD-1396,2/18/2023,2/23/2023,Consumer,East,Connecticut,Furniture,Storage,1,535.20,0.2,428.16,57.74,-81.55,-19.05%
ORD-1397,3/22/2024,3/26/2024,Home Office,South,Florida,Technology,Monitors,14,10845.41,0.15,9218.6,21.82,-1020.59,-11.07%
ORD-1398,4/2/2022,4/7/2022,Consumer,North,Minnesota,Furniture,Desks,11,1950.49,0.4,1170.29,40.81,-573.98,-49.05%
ORD-1399,10/21/2024,10/27/2024,Consumer,North,Minnesota,Office Supplies,Pens & Art,14,3215.71,0.15,2733.35,5.31,189.74,6.94%
ORD-1400,9/17/2022,9/21/2022,Consumer,Central,Missouri,Furniture,Tables,5,1552.09,0.35,1008.86,44.58,-568.25,-56.33%
ORD-1401,8/15/2022,8/18/2022,Corporate,East,New York,Furniture,Storage,3,586.63,0.1,527.97,48.32,-19.78,-3.75%
ORD-1402,10/22/2022,10/27/2022,Consumer,South,Louisiana,Technology,Accessories,4,1361.89,0,1361.89,21.68,293.11,21.52%
ORD-1403,10/1/2023,10/4/2023,Corporate,West,Washington,Technology,Printers,4,195.47,0.2,156.38,20.06,-56.06,-35.85%
ORD-1404,3/17/2022,3/24/2022,Consumer,Central,Ohio,Office Supplies,Paper,7,3398.47,0.1,3058.62,6.88,-246.75,-8.07%
ORD-1405,12/6/2023,12/12/2023,Consumer,East,Connecticut,Technology,Monitors,4,2667.34,0.1,2400.61,14.4,-100.34,-4.18%
ORD-1406,3/11/2024,3/16/2024,Home Office,South,Georgia,Office Supplies,Labels,15,5564.61,0.1,5008.15,4.49,799.96,15.97%
ORD-1407,8/22/2024,8/27/2024,Consumer,West,Washington,Technology,Laptops,7,4646.70,0.1,4182.03,13.81,-87.78,-2.10%
ORD-1408,11/16/2022,11/18/2022,Home Office,Central,Colorado,Technology,Printers,11,1290.39,0.2,1032.31,19.4,-336.16,-32.56%
ORD-1409,10/8/2023,10/14/2023,Home Office,West,California,Furniture,Bookcases,13,5115.07,0.2,4092.06,40.61,-544.15,-13.30%
ORD-1410,7/28/2022,7/31/2022,Consumer,Central,Missouri,Furniture,Desks,2,474.73,0.2,379.78,41.41,-88.38,-23.27%
ORD-1411,8/1/2024,8/6/2024,Home Office,North,Illinois,Office Supplies,Binders,7,3701.73,0.15,3146.47,7.58,123.58,3.93%
ORD-1412,4/14/2024,4/19/2024,Consumer,East,Connecticut,Technology,Monitors,10,3020.31,0,3020.31,25.1,294.50,9.75%
ORD-1413,3/18/2024,3/25/2024,Corporate,South,Alabama,Office Supplies,Labels,8,1713.72,0,1713.72,6.63,512.13,29.88%
ORD-1414,7/6/2024,7/12/2024,Home Office,West,Washington,Technology,Laptops,2,366.70,0.05,348.36,22.5,10.67,3.06%
ORD-1415,6/1/2024,6/7/2024,Home Office,Central,Indiana,Office Supplies,Binders,13,1124.56,0,1124.56,6.18,279.29,24.84%
ORD-1416,6/2/2024,6/8/2024,Consumer,West,Washington,Technology,Accessories,12,3800.35,0.05,3610.33,20.34,535.45,14.83%
ORD-1417,9/1/2023,9/4/2023,Home Office,East,Pennsylvania,Office Supplies,Binders,4,2730.78,0.2,2184.62,6.38,-67.45,-3.09%
ORD-1418,9/2/2024,9/4/2024,Home Office,North,Wisconsin,Office Supplies,Labels,6,1216.90,0,1216.9,8.3,362.58,29.80%
ORD-1419,9/1/2024,9/8/2024,Corporate,East,Massachusetts,Furniture,Tables,12,6808.12,0.3,4765.68,45.56,-2301.19,-48.29%
ORD-1420,4/15/2022,4/20/2022,Home Office,Central,Missouri,Furniture,Bookcases,15,4981.59,0,4981.59,37.08,736.11,14.78%
ORD-1421,5/26/2022,6/1/2022,Consumer,Central,Colorado,Office Supplies,Binders,9,6894.15,0.1,6204.73,7.62,680.23,10.96%
ORD-1422,7/25/2022,7/31/2022,Home Office,East,Connecticut,Furniture,Tables,6,4617.43,0.45,2539.59,49.44,-1767.15,-69.58%
ORD-1423,6/21/2022,6/26/2022,Corporate,North,Minnesota,Technology,Accessories,12,2345.94,0,2345.94,17.8,510.77,21.77%
ORD-1424,5/22/2023,5/25/2023,Home Office,Central,Indiana,Technology,Accessories,12,7914.52,0,7914.52,0,1735.32,21.93%
ORD-1425,4/22/2024,4/25/2024,Corporate,West,Nevada,Furniture,Desks,15,10939.40,0.45,6016.67,51.07,-3324.49,-55.25%
ORD-1426,11/12/2024,11/19/2024,Corporate,South,Florida,Technology,Phones,3,1879.40,0,1879.4,24.19,161.89,8.61%
ORD-1427,11/20/2023,11/25/2023,Home Office,West,California,Technology,Printers,6,2408.92,0.2,1927.14,23.55,-623.75,-32.37%
ORD-1428,11/2/2022,11/4/2022,Home Office,South,Florida,Furniture,Tables,9,5781.84,0.45,3180.01,57.03,-2211.32,-69.54%
ORD-1429,12/17/2024,12/20/2024,Corporate,Central,Kansas,Furniture,Desks,8,2102.29,0.3,1471.6,29.75,-509.27,-34.61%
ORD-1430,9/6/2023,9/12/2023,Home Office,West,Oregon,Technology,Accessories,9,1992.03,0,1992.03,18.54,432.68,21.72%
ORD-1431,3/25/2024,3/28/2024,Corporate,East,Massachusetts,Technology,Monitors,6,1809.52,0.05,1719.04,16.12,46.74,2.72%
ORD-1432,10/18/2022,10/25/2022,Consumer,Central,Ohio,Office Supplies,Paper,7,4810.42,0,4810.42,4.81,287.18,5.97%
ORD-1433,8/17/2024,8/21/2024,Corporate,South,Alabama,Technology,Phones,9,5225.76,0.2,4180.61,18.73,-799.93,-19.13%
ORD-1434,10/7/2022,10/12/2022,Home Office,Central,Ohio,Technology,Monitors,14,3004.64,0.2,2403.71,20.54,-438.83,-18.26%
ORD-1435,9/12/2023,9/18/2023,Corporate,East,Connecticut,Furniture,Bookcases,1,338.23,0,338.23,54.9,34.26,10.13%
ORD-1436,12/12/2023,12/17/2023,Home Office,South,Florida,Office Supplies,Labels,6,3260.74,0.05,3097.7,7.45,710.24,22.93%
ORD-1437,9/28/2022,10/4/2022,Corporate,North,North Dakota,Office Supplies,Pens & Art,3,1553.57,0,1553.57,5.97,433.21,27.88%
ORD-1438,5/11/2023,5/16/2023,Corporate,Central,Indiana,Technology,Laptops,11,2680.86,0,2680.86,20.23,315.63,11.77%
ORD-1439,12/6/2023,12/13/2023,Corporate,East,Connecticut,Furniture,Storage,3,2056.67,0,2056.67,50.8,252.13,12.26%
ORD-1440,3/4/2022,3/6/2022,Home Office,East,Pennsylvania,Office Supplies,Binders,2,1500.77,0.05,1425.73,6.5,254.68,17.86%
ORD-1441,9/21/2022,9/28/2022,Home Office,West,Oregon,Technology,Laptops,15,10651.42,0,10651.42,15.49,1273.52,11.96%
ORD-1442,8/1/2022,8/6/2022,Corporate,East,Pennsylvania,Office Supplies,Paper,1,535.89,0.2,428.71,8.04,-96.73,-22.56%
ORD-1443,2/18/2024,2/25/2024,Home Office,West,Arizona,Furniture,Storage,3,1436.41,0.05,1364.59,47.95,67.49,4.95%
ORD-1444,12/18/2023,12/23/2023,Corporate,Central,Missouri,Office Supplies,Labels,4,2586.78,0.05,2457.44,5.49,563.56,22.93%
ORD-1445,8/12/2022,8/17/2022,Consumer,East,New York,Furniture,Chairs,5,1916.60,0,1916.6,49.62,310.94,16.22%
ORD-1446,9/18/2022,9/21/2022,Corporate,West,Oregon,Technology,Monitors,6,978.17,0.1,880.35,18.11,-40.65,-4.62%
ORD-1447,4/14/2022,4/20/2022,Home Office,South,Alabama,Office Supplies,Envelopes,11,2233.62,0.2,1786.9,7.56,-145.22,-8.13%
ORD-1448,6/6/2022,6/11/2022,Corporate,East,New Jersey,Office Supplies,Labels,3,727.00,0.15,617.95,6.11,53.78,8.70%
ORD-1449,5/2/2022,5/5/2022,Home Office,East,Pennsylvania,Office Supplies,Envelopes,9,291.35,0,291.35,5.38,56.66,19.45%
ORD-1450,3/7/2023,3/11/2023,Home Office,West,California,Technology,Phones,6,2069.34,0.2,1655.47,22.67,-321.34,-19.41%
ORD-1451,11/2/2022,11/5/2022,Home Office,West,California,Technology,Accessories,5,3119.44,0,3119.44,19.44,680.44,21.81%
ORD-1452,12/5/2024,12/10/2024,Corporate,South,Texas,Furniture,Chairs,7,4342.88,0.05,4125.74,36.67,401.57,9.73%
ORD-1453,10/16/2022,10/19/2022,Corporate,South,Louisiana,Office Supplies,Binders,7,3849.53,0,3849.53,8.13,959.94,24.94%
ORD-1454,4/10/2024,4/13/2024,Home Office,North,Minnesota,Office Supplies,Labels,4,1191.74,0,1191.74,7.83,355.17,29.80%
ORD-1455,1/19/2023,1/21/2023,Consumer,North,Michigan,Office Supplies,Envelopes,2,651.42,0,651.42,4.24,129.01,19.80%
ORD-1456,6/8/2022,6/15/2022,Home Office,Central,Indiana,Furniture,Storage,3,1222.31,0.15,1038.96,47.59,-97.39,-9.37%
ORD-1457,11/16/2022,11/20/2022,Consumer,North,Illinois,Furniture,Desks,4,1054.56,0.2,843.65,52.58,-184.50,-21.87%
ORD-1458,6/9/2022,6/13/2022,Home Office,West,Arizona,Technology,Laptops,15,689.98,0.15,586.48,18.11,-58.22,-9.93%
ORD-1459,3/11/2023,3/17/2023,Home Office,Central,Colorado,Furniture,Desks,12,4592.28,0.2,3673.82,56.29,-751.65,-20.46%
ORD-1460,5/18/2023,5/23/2023,Consumer,South,Alabama,Office Supplies,Paper,6,2228.71,0.2,1782.97,6.88,-394.32,-22.12%
ORD-1461,4/3/2024,4/9/2024,Consumer,South,Louisiana,Office Supplies,Pens & Art,11,8516.45,0.2,6813.16,5.83,-1.75,-0.03%
ORD-1462,5/11/2024,5/14/2024,Home Office,West,Oregon,Technology,Printers,2,181.12,0.3,126.78,13.15,-62.26,-49.11%
ORD-1463,3/19/2022,3/25/2022,Consumer,South,Alabama,Technology,Laptops,11,7386.45,0.15,6278.48,18.77,-570.69,-9.09%
ORD-1464,9/1/2022,9/3/2022,Corporate,Central,Indiana,Technology,Accessories,15,11070.19,0.15,9409.66,18.79,88.46,0.94%
ORD-1465,11/27/2023,12/1/2023,Home Office,West,Nevada,Technology,Accessories,6,3830.92,0,3830.92,22.98,835.91,21.82%
ORD-1466,2/17/2022,2/20/2022,Consumer,Central,Missouri,Office Supplies,Binders,2,188.92,0,188.92,6.43,45.30,23.98%
ORD-1467,9/18/2022,9/25/2022,Home Office,South,Louisiana,Office Supplies,Paper,12,5437.69,0.15,4622.04,4.64,-694.70,-15.03%
ORD-1468,12/26/2022,12/29/2022,Corporate,Central,Kansas,Office Supplies,Envelopes,3,1340.17,0.1,1206.15,5.62,70.68,5.86%
ORD-1469,8/28/2023,9/4/2023,Home Office,Central,Missouri,Furniture,Bookcases,6,2032.14,0.15,1727.32,42.06,-116.26,-6.73%
ORD-1470,3/24/2024,3/29/2024,Corporate,East,Connecticut,Technology,Printers,5,1488.03,0.45,818.42,18.24,-553.81,-67.67%
ORD-1471,1/10/2022,1/14/2022,Home Office,North,Illinois,Technology,Accessories,1,250.76,0,250.76,15.31,50.57,20.17%
ORD-1472,9/5/2024,9/9/2024,Home Office,North,Illinois,Furniture,Storage,2,89.25,0,89.25,33.99,1.41,1.58%
ORD-1473,11/19/2022,11/26/2022,Home Office,East,New Jersey,Technology,Phones,7,3232.01,0,3232.01,21.85,284.33,8.80%
ORD-1474,11/20/2022,11/25/2022,Corporate,East,Connecticut,Technology,Monitors,11,2758.90,0.15,2345.07,22.79,-264.79,-11.29%
ORD-1475,6/28/2022,6/30/2022,Consumer,North,North Dakota,Furniture,Bookcases,13,2508.65,0.15,2132.35,54.37,-144.25,-6.76%
ORD-1476,5/5/2024,5/12/2024,Consumer,West,California,Furniture,Storage,6,2456.31,0,2456.31,33.9,309.15,12.59%
ORD-1477,2/10/2023,2/15/2023,Corporate,West,Nevada,Office Supplies,Labels,13,4219.06,0,4219.06,5.61,1264.04,29.96%
ORD-1478,4/17/2023,4/22/2023,Home Office,Central,Kansas,Technology,Printers,7,4357.17,0.35,2832.16,22.2,-1507.70,-53.23%
ORD-1479,3/24/2024,3/29/2024,Consumer,Central,Colorado,Furniture,Tables,9,1874.73,0.3,1312.31,37.23,-641.08,-48.85%
ORD-1480,10/12/2023,10/14/2023,Home Office,East,New York,Office Supplies,Binders,6,987.21,0,987.21,6.69,244.80,24.80%
ORD-1481,9/2/2023,9/5/2023,Consumer,East,Massachusetts,Furniture,Storage,15,9858.97,0,9858.97,49.55,1266.80,12.85%
ORD-1482,12/28/2022,12/30/2022,Consumer,North,Wisconsin,Office Supplies,Binders,14,9223.27,0,9223.27,5.64,2304.13,24.98%
ORD-1483,3/7/2024,3/12/2024,Corporate,East,New Jersey,Furniture,Chairs,4,1775.77,0.2,1420.62,37,-167.37,-11.78%
ORD-1484,9/17/2024,9/24/2024,Home Office,Central,Kansas,Technology,Laptops,1,215.53,0,215.53,16.18,21.01,9.75%
ORD-1485,1/9/2024,1/11/2024,Corporate,Central,Ohio,Technology,Monitors,11,7522.74,0.15,6394.33,17.14,-708.52,-11.08%
ORD-1486,12/23/2024,12/29/2024,Corporate,North,Wisconsin,Office Supplies,Envelopes,2,1449.08,0.05,1376.63,7.84,176.61,12.83%
ORD-1487,9/1/2024,9/6/2024,Consumer,North,North Dakota,Technology,Printers,1,209.20,0.2,167.36,16.44,-58.49,-34.95%
ORD-1488,10/21/2023,10/23/2023,Home Office,West,Oregon,Technology,Laptops,5,1002.10,0.1,901.89,16.08,-22.86,-2.53%
ORD-1489,4/13/2023,4/20/2023,Corporate,East,New Jersey,Technology,Printers,11,1350.25,0.45,742.64,19.16,-503.32,-67.77%
ORD-1490,4/14/2022,4/17/2022,Home Office,Central,Kansas,Office Supplies,Paper,5,3645.71,0,3645.71,6.09,216.92,5.95%
ORD-1491,10/28/2022,11/2/2022,Home Office,South,Louisiana,Technology,Printers,3,772.69,0.2,618.15,24.06,-205.03,-33.17%
ORD-1492,2/24/2024,3/2/2024,Home Office,South,Georgia,Office Supplies,Paper,2,319.09,0.2,255.27,7.89,-58.53,-22.93%
ORD-1493,7/24/2024,7/27/2024,Corporate,North,Michigan,Furniture,Tables,5,671.43,0.35,436.43,32.54,-249.80,-57.24%
ORD-1494,9/20/2022,9/27/2022,Home Office,North,Illinois,Office Supplies,Pens & Art,4,785.06,0,785.06,5.71,218.10,27.78%
ORD-1495,10/6/2023,10/9/2023,Consumer,West,Arizona,Office Supplies,Labels,14,4468.19,0.05,4244.78,4.78,974.87,22.97%
ORD-1496,12/24/2022,12/27/2022,Consumer,South,Georgia,Furniture,Chairs,11,8698.48,0.2,6958.78,35.41,-776.09,-11.15%
ORD-1497,12/13/2023,12/20/2023,Home Office,West,Arizona,Furniture,Bookcases,13,621.84,0.15,528.56,53.64,-47.81,-9.05%
ORD-1498,8/23/2024,8/25/2024,Corporate,East,Connecticut,Office Supplies,Labels,13,588.01,0,588.01,6.1,174.57,29.69%
ORD-1499,9/25/2024,9/30/2024,Home Office,South,Texas,Office Supplies,Envelopes,11,8476.98,0,8476.98,5.42,1693.77,19.98%
ORD-1010,12/22/2022,12/29/2022,Home Office,West,Oregon,Furniture,Storage,12,1259.08,0.1,1133.17,51.48,-26.78,-2.36%
